Date,Price,Open,High,Low,Vol.,Change %
18-Mar-17,34.2,44.65,44.99,31.1,2.12,-0.234
19-Mar-17,43.17,34.2,45.69,34.1,1.69,0.2623
20-Mar-17,42.06,43.17,45.13,39.47,875,-0.0257
21-Mar-17,42.45,42.06,43.7,41.15,462.96,0.0093
22-Mar-17,41.46,42.45,42.95,38.51,488.53,-0.0233
23-Mar-17,43.14,41.46,44.75,40.22,523.65,0.0405
24-Mar-17,54.01,43.14,58.99,42.5,1.64,0.252
25-Mar-17,50.75,54.01,54.9,47.46,1.15,-0.0604
26-Mar-17,50.46,50.75,51.8,46.55,461.99,-0.0057
27-Mar-17,48.93,50.46,52.01,47.67,389.87,-0.0303
28-Mar-17,50.16,48.93,50.6,47.95,453.92,0.0251
29-Mar-17,52.88,50.16,54.3,49.4,685.32,0.0542
30-Mar-17,51.62,52.88,53.28,50.75,373.98,-0.0238
31-Mar-17,49.72,51.62,51.83,46.82,784.7,-0.0368
1-Apr-17,50.59,49.72,51.87,48.7,386.43,0.0175
2-Apr-17,48.6,50.59,51.59,47.7,784.6,-0.0393
3-Apr-17,44.28,48.6,48.6,42.77,1.17,-0.0889
4-Apr-17,44.41,44.28,45.69,41.05,762.88,0.0029
5-Apr-17,45.35,44.41,47.53,44.19,564.4,0.0212
6-Apr-17,43.11,45.35,46.03,41.25,649.41,-0.0494
7-Apr-17,42.25,43.11,44.53,41.78,277.52,-0.0199
8-Apr-17,44.51,42.25,45.76,42.25,363.84,0.0535
9-Apr-17,43.94,44.51,44.86,43.18,177.31,-0.0128
10-Apr-17,44.17,43.94,44.76,43.01,218.12,0.0052
11-Apr-17,44.21,44.17,44.8,43.8,113.37,0.0009
12-Apr-17,46.85,44.21,48.47,43.84,537.21,0.0597
13-Apr-17,50.65,46.85,51.51,46.85,520.86,0.0811
14-Apr-17,48.5,50.65,50.65,47.34,394.47,-0.0424
15-Apr-17,49.71,48.5,50.48,47.95,332.29,0.0249
16-Apr-17,49.58,49.71,49.9,48.87,64.04,-0.0026
17-Apr-17,49.52,49.58,50.27,48.88,170.64,-0.0012
18-Apr-17,52.42,49.52,53,49.07,643.62,0.0586
19-Apr-17,49.66,52.42,53,45,460.6,-0.0527
20-Apr-17,51.96,49.66,52.45,48.6,347.61,0.0463
21-Apr-17,51.37,51.96,52.27,51.1,156.43,-0.0114
22-Apr-17,52.15,51.37,52.78,51.03,125.32,0.0152
23-Apr-17,53.33,52.15,54.44,51.75,186.86,0.0226
24-Apr-17,53.54,53.33,54.48,53,202.96,0.0039
25-Apr-17,53.9,53.54,54.21,53.25,97.44,0.0067
26-Apr-17,57.31,53.9,58.38,53.66,530.34,0.0633
27-Apr-17,68,57.31,68,56.92,526.52,0.1865
28-Apr-17,76,68,77.4,66,959.41,0.1176
29-Apr-17,73.55,76,77.6,71.2,474.76,-0.0322
30-Apr-17,83.51,73.55,84,72.6,492.64,0.1354
1-May-17,81.4,83.51,88.1,66,1.26,-0.0253
2-May-17,82.01,81.4,85.18,79.49,361.7,0.0075
3-May-17,85.79,82.01,86.62,81,357.12,0.0461
4-May-17,99.2,85.79,99.78,84.61,822.13,0.1563
5-May-17,91.5,99.2,101.7,88.2,718.17,-0.0776
6-May-17,96.65,91.5,96.84,90.53,243.52,0.0563
7-May-17,94.21,96.65,98,90.89,219.19,-0.0252
8-May-17,88.97,94.21,95.48,88.11,349.34,-0.0556
9-May-17,88.94,88.97,91.1,77.76,703.65,-0.0003
10-May-17,88.33,88.94,92.46,86.6,195.51,-0.0069
11-May-17,89.38,88.33,91.5,87.35,210.47,0.0119
12-May-17,86.99,89.38,92,83.85,283.23,-0.0267
13-May-17,89.9,86.99,89.99,84.5,106.01,0.0335
14-May-17,90.37,89.9,91.92,88.11,173.21,0.0052
15-May-17,92.56,90.37,95.17,90.37,403.46,0.0242
16-May-17,88.17,92.56,93.48,85.43,193.41,-0.0474
17-May-17,89.67,88.17,90.93,83.77,174.84,0.017
18-May-17,98.6,89.67,98.89,89.42,437.25,0.0996
19-May-17,124.4,98.6,129.25,98.31,900.72,0.2617
20-May-17,123.03,124.4,128.95,119.54,429.97,-0.011
21-May-17,146.14,123.03,146.4,122.32,769.98,0.1878
22-May-17,154.92,146.14,190,136.8,1.65,0.0601
23-May-17,168.24,154.92,174.3,148.6,507.16,0.086
24-May-17,183.88,168.24,197.41,166.33,645.09,0.093
25-May-17,168.71,183.88,206.06,155,862.96,-0.0825
26-May-17,152.8,168.71,187,143.64,649.59,-0.0943
27-May-17,149.99,152.8,161,110.42,1.26,-0.0184
28-May-17,161.91,149.99,172.79,149.66,643.59,0.0795
29-May-17,189.99,161.91,191.3,155.01,472.38,0.1734
30-May-17,224.69,189.99,229.98,182,757.87,0.1826
31-May-17,218.34,224.69,230.55,200.9,584.48,-0.0283
1-Jun-17,211.4,218.34,227.32,196,453.56,-0.0318
2-Jun-17,214.77,211.4,219.21,208.23,152.45,0.0159
3-Jun-17,217.01,214.77,217.99,210.01,96.06,0.0104
4-Jun-17,241.06,217.01,245.98,216.1,375.99,0.1108
5-Jun-17,242.16,241.06,244.29,231.72,202.57,0.0046
6-Jun-17,261.89,242.16,264.99,238.23,412.07,0.0815
7-Jun-17,250.7,261.89,263.7,241.01,253.51,-0.0427
8-Jun-17,256.95,250.7,258.93,242.04,147.19,0.0249
9-Jun-17,278.41,256.95,279.9,256.95,271.54,0.0835
10-Jun-17,325.88,278.41,341.94,278.26,564.75,0.1705
11-Jun-17,336.33,325.88,347,310,503.72,0.0321
12-Jun-17,386.9,336.33,412.21,297,1.17,0.1504
13-Jun-17,382.7,386.9,395,345.61,442.31,-0.0109
14-Jun-17,335.95,382.7,385.73,315,593.56,-0.1222
15-Jun-17,338.7,335.95,344,265,1.15,0.0082
16-Jun-17,348.44,338.7,355.51,305.22,347.87,0.0288
17-Jun-17,364.56,348.44,366.08,332,219.77,0.0463
18-Jun-17,348.88,364.56,377.46,336.89,283.22,-0.043
19-Jun-17,355.5,348.88,362.5,344.13,174.45,0.019
20-Jun-17,344.15,355.5,366.52,328,342.67,-0.0319
21-Jun-17,321.66,344.15,348.5,287.11,642.8,-0.0653
22-Jun-17,320.94,321.66,328.99,305,351.82,-0.0022
23-Jun-17,324.37,320.94,329.9,316.36,105.6,0.0107
24-Jun-17,296.89,324.37,327.55,291.53,195.47,-0.0847
25-Jun-17,277,296.89,306.39,253.2,508.55,-0.067
26-Jun-17,251.3,277,286.85,214.99,1.36,-0.0928
27-Jun-17,279,251.3,279,204.11,1.09,0.1102
28-Jun-17,311.62,279,318.27,255,910.35,0.1169
29-Jun-17,285.3,311.62,318.27,276,620.08,-0.0845
30-Jun-17,275.62,285.3,301.9,267.35,386.78,-0.0339
1-Jul-17,255,275.62,277.63,238,716.32,-0.0748
2-Jul-17,277.64,255,285.91,242.81,488.52,0.0888
3-Jul-17,273.99,277.64,283.98,266.45,336.35,-0.0131
4-Jul-17,266.68,273.99,283,260,425,-0.0267
5-Jul-17,264.77,266.68,272.12,249.53,436.76,-0.0072
6-Jul-17,265.35,264.77,273,258.37,240.42,0.0022
7-Jul-17,238.38,265.35,265.8,233.84,496.51,-0.1016
8-Jul-17,245.23,238.38,246.66,226.68,365.16,0.0287
9-Jul-17,234.97,245.23,249,234.15,201.47,-0.0418
10-Jul-17,202,234.97,238.01,187.5,1.01,-0.1403
11-Jul-17,188.63,202,215,169,1.56,-0.0662
12-Jul-17,223.92,188.63,225,177.78,1.09,0.1871
13-Jul-17,205,223.92,224.99,189.46,842.98,-0.0845
14-Jul-17,196.49,205,207.76,179.58,971.73,-0.0415
15-Jul-17,170.15,196.49,197.8,169.82,694.52,-0.1341
16-Jul-17,157.4,170.15,172.7,136.12,2.11,-0.0749
17-Jul-17,190.16,157.4,190.61,155,1.45,0.2081
18-Jul-17,226.56,190.16,258,177.5,2.52,0.1914
19-Jul-17,194.63,226.56,245.61,187,2.33,-0.1409
20-Jul-17,227.29,194.63,238,194.63,2.11,0.1678
21-Jul-17,216.11,227.29,239,208,853.87,-0.0492
22-Jul-17,232.01,216.11,237.19,214.35,556.21,0.0736
23-Jul-17,228.15,232.01,236.57,219,410.73,-0.0166
24-Jul-17,226.59,228.15,232.56,223.64,355.76,-0.0068
25-Jul-17,202.7,226.59,227.69,190.49,1.08,-0.1054
26-Jul-17,203.33,202.7,209.59,191.76,685.64,0.0031
27-Jul-17,202.54,203.33,207,197.86,410.96,-0.0039
28-Jul-17,191.2,202.54,204.19,188.1,493.9,-0.056
29-Jul-17,206.76,191.2,213,176.95,866.05,0.0814
30-Jul-17,195.31,206.76,210.76,192.21,522.57,-0.0554
31-Jul-17,200.81,195.31,201.5,188.12,444.15,0.0282
1-Aug-17,225.97,200.81,232.59,200.8,1.23,0.1253
2-Aug-17,218,225.97,229.7,215,558.15,-0.0353
3-Aug-17,224.79,218,228.2,217.07,336.65,0.0311
4-Aug-17,220.73,224.79,228.3,218.66,292.12,-0.0181
5-Aug-17,253.87,220.73,259.9,219.23,822.05,0.1501
6-Aug-17,264.29,253.87,271.5,251,734.52,0.041
7-Aug-17,269.51,264.29,274.6,257.32,511.6,0.0198
8-Aug-17,295.83,269.51,299.5,265,726.47,0.0977
9-Aug-17,293.99,295.83,316,277,1.4,-0.0062
10-Aug-17,295.97,293.99,310.05,287.6,543.93,0.0067
11-Aug-17,308.81,295.97,310.42,294,455.52,0.0434
12-Aug-17,307.22,308.81,319.78,299,561.91,-0.0051
13-Aug-17,296.64,307.22,308,285.21,582.97,-0.0344
14-Aug-17,298.22,296.64,306.48,293.99,371.28,0.0053
15-Aug-17,286,298.22,299.91,272.29,629.18,-0.041
16-Aug-17,301.34,286,304,279.94,526.52,0.0536
17-Aug-17,299,301.34,312,297.01,465.8,-0.0078
18-Aug-17,292,299,307,286,578.06,-0.0234
19-Aug-17,292.78,292,298.51,280,554.28,0.0027
20-Aug-17,298.37,292.78,299,286.96,304.35,0.0191
21-Aug-17,322.24,298.37,346.99,294.53,1.15,0.08
22-Aug-17,312.54,322.24,329.96,285.01,857.28,-0.0301
23-Aug-17,316.5,312.54,325,311.65,402.8,0.0127
24-Aug-17,325.62,316.5,329.56,314.14,326.98,0.0288
25-Aug-17,328.7,325.62,338.25,324.04,378.01,0.0095
26-Aug-17,332.72,328.7,334.6,324.5,315.62,0.0122
27-Aug-17,348.01,332.72,348.01,331.88,362.05,0.046
28-Aug-17,347.09,348.01,352,332.74,389.24,-0.0026
29-Aug-17,372,347.09,375.98,346.42,631.68,0.0718
30-Aug-17,382.78,372,390.1,365.1,660.23,0.029
31-Aug-17,387.3,382.78,390,380.1,345.07,0.0118
1-Sep-17,390.35,387.3,395.03,383.6,461.31,0.0079
2-Sep-17,345,390.35,390.77,325.1,1.08,-0.1162
3-Sep-17,350.63,345,368.4,328.33,742.59,0.0163
4-Sep-17,295.81,350.63,351.59,275,1.99,-0.1563
5-Sep-17,316.18,295.81,323.17,267.64,1.34,0.0689
6-Sep-17,337.36,316.18,339.5,314.81,805.38,0.067
7-Sep-17,334.1,337.36,338.66,321.1,582.98,-0.0097
8-Sep-17,304,334.1,334.58,291,1.08,-0.0901
9-Sep-17,303.08,304,307.08,291.46,594.28,-0.003
10-Sep-17,297.9,303.08,305,276.11,891.44,-0.0171
11-Sep-17,297.19,297.9,308,287.33,609.03,-0.0024
12-Sep-17,293.9,297.19,316.73,283,915.33,-0.0111
13-Sep-17,275.48,293.9,294.16,256,1.57,-0.0627
14-Sep-17,222.5,275.48,281.01,221.71,2.25,-0.1923
15-Sep-17,258.68,222.5,269,198,3.34,0.1626
16-Sep-17,253,258.68,270,242.2,1.08,-0.022
17-Sep-17,257,253,263.69,239,685.7,0.0158
18-Sep-17,296.81,257,299.89,257,1.33,0.1549
19-Sep-17,282.63,296.81,299,275,941.08,-0.0478
20-Sep-17,283.5,282.63,294,277,512.32,0.0031
21-Sep-17,256.67,283.5,287.53,251.52,1.03,-0.0946
22-Sep-17,262.19,256.67,269.5,253.03,643.2,0.0215
23-Sep-17,285.9,262.19,287.2,259.01,570.42,0.0904
24-Sep-17,282,285.9,294.54,275.41,687.97,-0.0136
25-Sep-17,295.2,282,297.93,281.8,652.31,0.0468
26-Sep-17,289.28,295.2,296.38,285.2,366.53,-0.0201
27-Sep-17,309.75,289.28,315.51,286.93,748.36,0.0708
28-Sep-17,302.63,309.75,310.69,297.75,491.02,-0.023
29-Sep-17,292.66,302.63,303.9,280.5,966.41,-0.0329
30-Sep-17,303.44,292.66,307.76,292.3,459.21,0.0368
1-Oct-17,304.26,303.44,305.57,295,385.33,0.0027
2-Oct-17,296.82,304.26,304.63,292.1,468.96,-0.0245
3-Oct-17,291.69,296.82,300.5,285.93,452.02,-0.0173
4-Oct-17,291.4,291.69,296,287.56,394.45,-0.001
5-Oct-17,295.12,291.4,297.92,285.12,317.81,0.0128
6-Oct-17,308.43,295.12,309.59,293.04,373.26,0.0451
7-Oct-17,311.46,308.43,315,304.5,409.62,0.0098
8-Oct-17,309.82,311.46,314.39,307.55,363.24,-0.0053
9-Oct-17,297.4,309.82,311.16,287.03,630.8,-0.0401
10-Oct-17,299.32,297.4,307,292.57,366.24,0.0065
11-Oct-17,303.2,299.32,306.55,296.6,407.08,0.013
12-Oct-17,303.06,303.2,310.01,302.1,649.86,-0.0005
13-Oct-17,337.46,303.06,350,298,1.34,0.1135
14-Oct-17,339.24,337.46,348,334.05,528.58,0.0053
15-Oct-17,337.23,339.24,344.89,315,875.27,-0.0059
16-Oct-17,334.46,337.23,355,330.85,945.25,-0.0082
17-Oct-17,315.65,334.46,334.8,308,671.49,-0.0562
18-Oct-17,313.45,315.65,316.21,287.46,885.21,-0.007
19-Oct-17,306.97,313.45,316.5,304,413.13,-0.0207
20-Oct-17,302.61,306.97,313.01,301.04,415.81,-0.0142
21-Oct-17,299.23,302.61,303,289.31,368.61,-0.0112
22-Oct-17,293.55,299.23,305.62,289.4,334.09,-0.019
23-Oct-17,284.85,293.55,293.96,273.5,597.47,-0.0296
24-Oct-17,296.3,284.85,311.85,280.02,758.33,0.0402
25-Oct-17,295.46,296.3,300,288.5,329.33,-0.0028
26-Oct-17,295.1,295.46,299,290.55,207.77,-0.0012
27-Oct-17,295.99,295.1,299.5,291.6,239.63,0.003
28-Oct-17,293.49,295.99,297.01,288.6,245.78,-0.0084
29-Oct-17,304.39,293.49,312.49,290.5,583.18,0.0371
30-Oct-17,307,304.39,314.4,303.93,301.72,0.0086
31-Oct-17,303.69,307,312,303.1,285.81,-0.0108
1-Nov-17,288.6,303.69,305.11,287.04,538.44,-0.0497
2-Nov-17,284.89,288.6,293.01,275.21,910.76,-0.0129
3-Nov-17,303.47,284.89,307.36,284,760.96,0.0652
4-Nov-17,299.48,303.47,304.38,293,463.88,-0.0131
5-Nov-17,295.63,299.48,301,292.28,345.21,-0.0129
6-Nov-17,296.9,295.63,310,292,557.78,0.0043
7-Nov-17,291.42,296.9,304.2,285.01,757.8,-0.0185
8-Nov-17,307.5,291.42,318.9,290.11,1.17,0.0552
9-Nov-17,319.52,307.5,328.8,305,881.18,0.0391
10-Nov-17,296.18,319.52,324.03,286,1.16,-0.073
11-Nov-17,313.07,296.18,319.88,294.7,604.7,0.057
12-Nov-17,303.9,313.07,316.99,293.33,879.41,-0.0293
13-Nov-17,313.22,303.9,318,302.4,696.37,0.0307
14-Nov-17,334.28,313.22,336.69,313.22,854.09,0.0672
15-Nov-17,330.59,334.28,339.61,321.5,584.66,-0.011
16-Nov-17,330.76,330.59,335.11,321.18,521.94,0.0005
17-Nov-17,331,331.16,335.01,325,530.71,0.0007
18-Nov-17,346.68,331,350.4,325.32,518.81,0.0474
19-Nov-17,354.7,346.68,371,343.28,618.02,0.0231
20-Nov-17,367.94,354.7,373.7,352.03,519.57,0.0373
21-Nov-17,360,367.94,373.5,350,696.99,-0.0216
22-Nov-17,380.48,360,381.89,358.8,486.17,0.0569
23-Nov-17,405.19,380.48,426.27,374.34,925,0.0649
24-Nov-17,470.51,405.19,478.5,397.37,903.7,0.1612
25-Nov-17,464,469.89,481.99,454.4,589.72,-0.0138
26-Nov-17,464,464,464,464,0,0
27-Nov-17,473.44,464,491.89,458.25,671.2,0.0203
28-Nov-17,465.56,473.44,479,457.2,538.34,-0.0166
29-Nov-17,420.34,465.56,517,403.01,801.26,-0.0971
30-Nov-17,432.21,420.34,454.95,385.4,785.98,0.0282
1-Dec-17,460.67,432.21,467,413.96,594.1,0.0658
2-Dec-17,455.51,460.67,472,447,473.67,-0.0112
3-Dec-17,459.49,455.51,482.69,431.04,482.91,0.0087
4-Dec-17,465,459.49,471.06,439.27,431.18,0.012
5-Dec-17,451.87,465,467.38,444.17,656.34,-0.0282
6-Dec-17,413.71,451.87,454.23,403,1.29,-0.0844
7-Dec-17,415.02,413.71,429,390,1.13,0.0032
8-Dec-17,442.19,415.02,453.61,400.34,1.12,0.0655
9-Dec-17,460.92,442.19,487.8,441,1.13,0.0424
10-Dec-17,429.24,460.92,460.92,413.3,875.79,-0.0687
11-Dec-17,515.25,429.24,531.2,429.14,784.74,0.2004
12-Dec-17,634.87,515.25,646.92,497.75,1.49,0.2322
13-Dec-17,690.69,634.87,742,573,2.4,0.0879
14-Dec-17,686.51,690.69,760,651,1.73,-0.0061
15-Dec-17,678.29,686.51,698.31,610,1.26,-0.012
16-Dec-17,683.25,678.29,711.96,672.51,703.29,0.0073
17-Dec-17,708.78,683.25,725,683.24,737.16,0.0374
18-Dec-17,783.99,708.78,798.9,660,1.47,0.1061
19-Dec-17,799.98,783.99,863,750.01,1.81,0.0204
20-Dec-17,794.99,799.98,826.2,709,1.48,-0.0062
21-Dec-17,786.97,794.99,848.08,747.1,1.2,-0.0101
22-Dec-17,628.19,786.97,792,492.01,2.73,-0.2018
23-Dec-17,672.59,628.19,717,616.19,842.43,0.0707
24-Dec-17,659.89,672.59,675,560,1.09,-0.0189
25-Dec-17,709.81,659.89,737,651.76,764.73,0.0756
26-Dec-17,749.8,709.81,749.8,708.83,521.74,0.0563
27-Dec-17,736.45,749.8,766.06,703.27,587.33,-0.0178
28-Dec-17,711.42,736.45,740.3,652,893.82,-0.034
29-Dec-17,731.52,711.42,755,703.02,716.87,0.0283
30-Dec-17,682.22,731.52,737.56,640.43,936.94,-0.0674
31-Dec-17,736.77,682.22,741.99,675.56,536.84,0.08
1-Jan-18,752.46,736.77,762,717.94,425.46,0.0213
2-Jan-18,858.78,752.46,890,752.46,1.47,0.1413
3-Jan-18,942.01,858.78,954.73,840,1.09,0.0969
4-Jan-18,940,942.01,997,893.24,1.22,-0.0021
5-Jan-18,962.77,939.3,1023.6,930,1.04,0.0242
6-Jan-18,1004.3,962.77,1014.2,951.38,447.26,0.0431
7-Jan-18,1115.8,1004.3,1116,999.5,699.39,0.111
8-Jan-18,1129.3,1115.9,1225,968.12,1.54,0.0121
9-Jan-18,1283.7,1129.4,1299,1119.1,1.04,0.1367
10-Jan-18,1248,1285.7,1381.9,1203.2,1.33,-0.0278
11-Jan-18,1135.5,1245.9,1331.8,1102.5,1.26,-0.0901
12-Jan-18,1257.2,1135.1,1285,1083.4,732.33,0.1072
13-Jan-18,1380,1257,1423.2,1252.6,709.74,0.0977
14-Jan-18,1350,1379.9,1385,1256,618.61,-0.0217
15-Jan-18,1273.4,1349.9,1377.9,1264.4,481.87,-0.0567
16-Jan-18,1020.1,1275.8,1278.8,868.98,2.35,-0.1989
17-Jan-18,1017.5,1019.6,1088.3,770.1,2.4,-0.0025
18-Jan-18,994.81,1020.1,1079,940,1.31,-0.0223
19-Jan-18,1032.6,993.92,1079,960.1,612.19,0.038
20-Jan-18,1146,1032.6,1160,1029.6,573.52,0.1098
21-Jan-18,1047,1146.3,1146.3,1001.5,691.69,-0.0864
22-Jan-18,995.08,1047,1084.1,912.76,835.88,-0.0496
23-Jan-18,982.98,995.26,1022,905.38,798.28,-0.0122
24-Jan-18,1063.2,982.11,1068.8,952.04,606.14,0.0816
25-Jan-18,1048.2,1061.8,1102.4,1025.1,567.3,-0.0141
26-Jan-18,1047,1048.2,1078.6,983,485.47,-0.0011
27-Jan-18,1114.8,1046.9,1125.3,1031.6,370.17,0.0648
28-Jan-18,1246.6,1114.7,1264.8,1109,662.74,0.1182
29-Jan-18,1175,1245.5,1259.8,1155.9,488.44,-0.0574
30-Jan-18,1071.9,1174.36,1178.92,1042.9,1.42,-0.0877
31-Jan-18,1118.08,1072.17,1126.87,1028.03,990.74,0.0431
1-Feb-18,1033.55,1118.15,1157.09,970.42,1.76,-0.0756
2-Feb-18,920.85,1033.02,1036.17,766.82,3.03,-0.109
3-Feb-18,971.49,920.93,997.51,850.38,1.07,0.055
4-Feb-18,829.43,971.49,972.66,788.79,1.34,-0.1462
5-Feb-18,696.86,828.49,859.72,634.64,2.99,-0.1598
6-Feb-18,783.83,696.75,797.94,568.78,4.29,0.1248
7-Feb-18,753.18,782.72,852.98,719.34,1.98,-0.0391
8-Feb-18,805.4,752.75,831.02,751.76,1.25,0.0693
9-Feb-18,877.85,805.15,879.51,781.97,923.81,0.09
10-Feb-18,851.39,877.88,908.26,816.72,1.05,-0.0301
11-Feb-18,810.45,851.44,854.1,778.9,988.45,-0.0481
12-Feb-18,865.62,811.01,875.52,810.99,837.42,0.0681
13-Feb-18,841.38,865.72,868.92,822.98,733.53,-0.028
14-Feb-18,919.67,841.38,922.38,840.82,993.86,0.093
15-Feb-18,927.56,919.53,945.99,902.56,952.23,0.0086
16-Feb-18,937.5,927.34,945.68,907.33,662.76,0.0107
17-Feb-18,971.54,937.35,972.86,934.49,648.32,0.0363
18-Feb-18,913.1,971.57,980.27,903.28,869.06,-0.0602
19-Feb-18,940.08,913.09,954.94,910.29,552.22,0.0295
20-Feb-18,884.51,940.04,959.41,877.65,788.97,-0.0591
21-Feb-18,839.1,884.94,906.43,818.48,1.01,-0.0513
22-Feb-18,803.66,838.97,878.14,789.92,849.82,-0.0422
23-Feb-18,856.65,803.56,882.61,787.95,868.36,0.0659
24-Feb-18,834.36,854.99,874.49,810.91,669.62,-0.026
25-Feb-18,840.88,834.1,849.36,818.46,507.82,0.0078
26-Feb-18,866.99,841.28,879.18,835.34,619.75,0.0311
27-Feb-18,871.44,867.06,894.78,861.4,569.3,0.0051
28-Feb-18,852.49,871.58,888.06,850.84,550.74,-0.0217
1-Mar-18,870.04,852.44,879.53,848.41,514.5,0.0206
2-Mar-18,856.09,870.51,875.69,850.47,463.75,-0.016
3-Mar-18,855.91,855.46,868.51,853.45,407.54,-0.0002
4-Mar-18,865.53,855.91,867.35,838.06,444.49,0.0112
5-Mar-18,850.24,865.53,870.27,850.24,466.38,-0.0177
6-Mar-18,814.88,850,851.72,803.9,578.56,-0.0416
7-Mar-18,749.98,814.56,824.83,724.98,945.38,-0.0796
